id,chall_neg,chall_pos,crit_neg,crit_pos,challange_d,crit_d,gender_1,age_1,iqms_avg,crms_avg,chms_avg,fms_avg,fsc_avg,crsc_avg,challengescenario_1
0015ec6c-b387-4531-a812-6d10abbe8e98,4.805093365140694,5.113183325811409,4.658676448285883,5.20822330257691,-0.30808996067071526,-0.5495468542910267,1,20,6,2.25,2.25,1,3,3,1
0077a838-afd1-4f54-bb24-2371d6067569,4.006226668610017,4.06010091955141,3.2465716622313696,3.797088328924676,-0.05387425094139342,-0.5505166666933063,1,21,5,4.25,4.75,3.25,2.5,2.5,1
03c1f7c6-ceb6-47b5-8902-e42f35514c6c,3.340426317861071,3.4906461748768867,3.5770413253250135,3.3368168134284755,-0.15021985701581553,0.24022451189653804,2,22,3,2.25,4.75,1.75,3.5,1.5,2
0435beb8-9d6d-47b0-b41d-284c1cb916db,5.620921787119259,5.843910051233137,5.5300078543085815,5.744085253204955,-0.2229882641138783,-0.21407739889637334,1,22,4.5,3.75,4.75,2.75,4,3.5,1
07264673-b11e-4a5f-a6c5-4840793ca160,6.218964459256733,5.630952856277944,5.640393409536778,5.809185444365481,0.5880116029787885,-0.16879203482870242,1,21,4,4,5.75,4.5,3,3,2
088c8443-2f24-4f84-8575-c95433678c6e,4.609485349478873,4.574894210910463,4.361371596429547,4.362473648633319,0.034591138568409896,-0.0011020522037723524,1,23,5,3,4.25,3.25,3.5,4,1
08a0594f-6e20-4c07-b661-b5dce4f72289,4.1629379718776125,3.6753070291148475,3.7689235255799796,3.6723109082940852,0.487630942762765,0.09661261728589432,1,23,5,5.25,5.5,4.75,4.5,5,2
08e2fdcf-7276-4204-86ba-2ccbb1c7b666,4.633287366146332,4.227149475375008,4.6145614316512065,4.001167988884372,0.40613789077132445,0.6133934427668342,1,24,6,3.75,4.75,3.25,3,1.5,1
08f7c274-e1c0-4ac1-9750-990ab8df5e10,5.065771031268912,4.858603825093025,4.528357518679049,4.660750398016999,0.20716720617588713,-0.1323928793379503,1,21,4.5,4,4,3.5,4,4,2
09c3942e-c172-4789-9587-d01ece5e8298,4.8336237138587945,5.42975861911333,5.0745136187829605,4.981563168982699,-0.5961349052545355,0.09295044980026113,1,20,5,2.5,4,2.75,3.5,3.5,1
0d43f63c-935b-4fef-a167-ba2a6f8d31eb,5.1428218510202885,4.822513504956795,4.687305221181459,4.454164120335766,0.32030834606349323,0.2331411008456934,1,22,6,3,4.75,2.5,2,3.5,1
0ece48c5-24a4-4565-8ee8-f602630f3cd2,4.439773392605118,4.768780641391536,4.078370602333638,4.217741377665058,-0.32900724878641796,-0.13937077533141995,1,24,4,4,4,2.75,4,3,2
0f05dfb5-8a3d-4e77-b97e-5c78a52f2053,5.1533106801916375,4.9237814501093125,5.185419243868713,4.359426266583407,0.22952923008232506,0.8259929772853063,1,23,5,4.75,5,3.75,4,4,2
121f3634-5d02-4c7f-af89-462319c9a137,7.213171603887586,7.031874808749913,6.4847192610979265,7.002666641570991,0.18129679513767272,-0.5179473804730641,1,20,5,2.75,3.25,2.75,3.5,4,1
12aa8a23-8c33-4746-ba30-f8250e1c133f,4.875102551501141,4.870886520386134,4.9007513155871365,4.477080270265114,0.004216031115007013,0.42367104532202227,1,20,5,5,5.25,4.5,3.5,4,1
132810dc-09e2-41b6-be56-9c91d87def12,4.143147979016029,4.283149430551982,3.73236746433324,3.8279081809274036,-0.14000145153595334,-0.09554071659416374,2,22,3,4.25,4.5,3.5,2.5,4,1
1359c0fc-b631-4301-8305-a7eb10f7da4a,4.227874896000946,4.551265548125097,4.242301647520134,3.69545677214107,-0.32339065212415097,0.546844875379064,2,21,6,4.75,4.5,4.5,3.5,4,2
13f4ddff-f354-4160-8b72-8d259bfbaacb,5.075868682396079,4.921844912079576,4.772628355641083,4.5121479222063625,0.1540237703165026,0.2604804334347204,1,22,4,2.75,4,2,4,4,1
146f2aa9-6cc9-4826-85d2-3df98febd375,5.332363915426182,4.80913444492459,4.944167679688542,5.1372413332687925,0.5232294705015921,-0.19307365358025042,1,20,5,3.75,3.75,3.5,2.5,3,1
190553e7-3639-4332-a9f4-48c83f70a8de,3.823638437775203,4.279624568067812,4.4792261896513645,3.7807576659331987,-0.45598613029260937,0.6984685237181658,1,20,6,4.25,5.25,3.5,2.5,4.5,1
1aa39a67-8c13-4dbe-8e74-2d1506f929dd,3.97537852824416,4.169308997301475,4.6462566571002775,3.5720956768222907,-0.19393046905731515,1.0741609802779868,1,22,2,4.75,5.25,4.75,4.5,4.5,2
1b40e86e-73bb-43a4-882d-691e06a088a2,4.48848018288777,4.05108942299914,3.8024581320248227,3.7883354245513954,0.43739075988862997,0.014122707473427365,1,19,4,3.25,4.5,3.25,2,4,2
1bc7d8eb-f9c9-46be-abb5-ab678184a445,4.814122890060738,4.637980881813435,4.510402425040092,4.669032332641842,0.17614200824730286,-0.15862990760174966,2,22,6,4.5,6,4,3,3,1
1c805c42-f503-49b3-9dd0-605b0ef1c4df,5.94992350877726,5.836316525002999,5.5669213176622145,6.021878080173769,0.11360698377426104,-0.4549567625115545,1,27,4,3.25,4.5,3.5,3.5,3.5,1
1d244ac9-7e46-4354-9e52-3f3c22faabd3,4.941829969179695,5.121917876238559,4.761701728882968,4.840472542429656,-0.1800879070588639,-0.07877081354668825,1,21,4,3.5,4.5,3.5,4,2,1
1d3e0831-763a-4a22-9e70-0d35229f8aa5,3.3404020280007165,3.764036219243522,3.830879482600994,3.335759022881275,-0.42363419124280544,0.4951204597197192,1,23,6,5.25,5.75,5.25,4,4.5,2
1ddecee5-6a2c-45c1-8888-5c8566c83ba9,4.847351001371295,4.663606393741169,4.509143777517713,4.380055939469214,0.18374460763012568,0.12908783804849921,1,21,5,4.75,5,4.5,4.5,4,2
1ff2d13c-6bcf-4960-b09d-a608cc29a255,4.716542186434352,4.642552700781924,4.6448849965214976,4.505173871976035,0.07398948565242769,0.13971112454546297,1,19,6,6,5,5,5,5,1
20a4f19a-b5e4-4602-8c3e-8055f06f6ad7,4.122299829401949,3.760453291478924,4.040853729134161,4.030609732050792,0.3618465379230247,0.01024399708336965,1,21,4,3.5,4,3.25,2,3.5,1
25d3b9f0-364d-42e0-8ee1-4c85aaa6f92e,3.8437234187740987,4.077291147604694,3.8669571259370286,3.7089013474494594,-0.23356772883059485,0.15805577848756913,1,19,2.5,4.5,5,3.5,3.5,3,1
28733233-8ba2-4bc8-bf99-52d757969056,6.2967879718894615,5.388177305087111,5.88463643914572,6.19749858312289,0.9086106668023506,-0.3128621439771697,1,20,4,5.25,4.75,4,4,4,1
28b2cda0-7e10-4c8b-8245-a1673c8c16c0,4.278761454490001,4.858964177772794,4.414667200532771,4.834771581806578,-0.5802027232827935,-0.42010438127380656,1,23,4.5,3.25,4.5,3,2.5,4,2
2c612db5-f9ce-4955-a6a1-efbc7f9c418d,5.563030182646833,6.148124367211856,6.163672369585584,5.800364638634014,-0.5850941845650226,0.3633077309515702,1,22,5,4.5,4.25,3.5,3.5,4,1
2c654e96-8131-43ba-aa9a-189d51e7f53c,4.907754387955098,4.468887330877508,5.054735408017035,4.756433851718562,0.4388670570775899,0.29830155629847344,1,18,4,4,4.5,4,3,2.5,1
321d270e-2035-4193-8322-f041d956a8b7,4.96508876851798,4.876248799749746,4.297129518174558,4.595205618985317,0.08883996876823375,-0.29807610081075886,1,24,6,4.25,3.75,4.25,2,4.5,1
32304b11-3b94-4da0-89aa-f9df0909d151,3.691886787580902,3.7647529741778936,3.738986229356916,3.673082610394582,-0.07286618659699151,0.06590361896233388,1,23,4,3.5,4,4,4,3,1
3250ec40-a364-4425-a5d4-2610f2f5e8d5,4.242698206057527,4.506445919756407,4.573110665924874,4.638176172566407,-0.26374771369887995,-0.06506550664153288,1,19,4,4.75,3.75,4,3.5,3.5,1
3275f862-ce56-4438-b1a7-b82b11190cff,4.220058971170594,4.651430443844255,4.489391533666361,4.15374278901354,-0.4313714726736615,0.33564874465282113,1,24,4.5,3.75,3.75,3.75,3,2,1
32ebbe15-0ab5-4cfa-bd66-c5555070c752,4.017285951065078,3.613164797887519,3.611985273460334,3.3358520946942467,0.4041211531775586,0.27613317876608745,1,20,4.5,3.25,4,3.5,3,3,2
3404d7a3-eaec-4a02-bfc1-efdefb39ed65,4.241593076333486,3.8284406227172094,4.027344473228904,4.11303621485141,0.4131524536162767,-0.08569174162250537,1,20,4,3.75,4.5,3,3.5,4,2
34cd9552-b798-4bc1-bf79-b7a7a09ab8f1,3.965487918241848,3.6185631247588446,3.7597059690125336,3.6939852932175055,0.3469247934830033,0.06572067579502816,2,20,4.5,5,4.75,4.75,3,3.5,1
393c855c-10cf-4e26-8012-c15cd68907cb,5.086746580317253,4.804245441199984,4.432180125594077,4.476423533117551,0.2825011391172687,-0.044243407523473444,1,19,5,4,4.25,3.75,4.5,4,1
3eb4ca05-da5c-4731-9140-e42d02167448,4.5642442292401135,4.579417380785111,4.281973534095415,4.346710167888978,-0.015173151544997765,-0.06473663379356331,1,21,5.5,5,6,4.5,4.5,5,2
3eddab8f-515c-41dd-bccf-879a3fbc6d8c,3.937633401976614,4.09088840362624,4.5742728759285205,3.924872286094223,-0.15325500164962547,0.6494005898342974,2,20,4,4.25,4.25,4.25,4.5,4.5,1
46354f5c-6a57-4013-b8c3-05cfd4081d96,4.347435730288019,4.610732302285869,4.4106756533876865,4.3002341039354635,-0.2632965719978495,0.11044154945222306,1,21,4.5,4.25,5.5,4.75,3.5,4,2
46594e59-dae9-48a9-9c32-3ab45f801472,5.11244438058105,4.75405179520197,4.949286200103999,5.507707588985269,0.3583925853790806,-0.5584213888812704,1,23,5,4.75,5,5.5,5,4.5,2
46b17661-b597-4094-8f17-33b57e5ae31f,4.529163132124284,4.486650878476116,5.019387796727624,4.428118410204705,0.042512253648167686,0.591269386522919,2,20,6,3.75,5,4,3.5,5,1
47d8e089-7295-48a4-89b5-bcd96d5b99ea,4.406253644274101,4.820514410193442,4.599059796281439,4.494444161198433,-0.4142607659193409,0.10461563508300564,1,21,4,4.75,5,3,3,3.5,1
48ba756c-6b4c-4c59-ba8b-1bf17e1b7417,3.7470267482056205,4.2590622687564546,3.89178025308855,3.43980543587512,-0.512035520550834,0.4519748172134297,1,24,4,3.75,3.5,3.5,3,3,1
4cdc1f7f-ecb0-4276-9511-686b93038b56,5.004431185504286,4.742309458861783,4.801805387603131,4.304477577240775,0.2621217266425031,0.4973278103623562,1,20,4.5,4.25,4.5,4.25,3,3,1
4f69cea0-7da5-41a1-ad89-4dab76128177,4.941558087190488,4.072345042095809,4.1830586725372445,3.910187853508399,0.8692130450946793,0.27287081902884536,1,27,6,4.75,5,4.25,4.5,4.5,2
527088c5-56a2-4d2b-8b9e-f8a1e3e8fbdb,3.203612558970245,4.136197387492377,4.296343453317849,4.2187232731167255,-0.9325848285221321,0.07762018020112382,1,20,4.5,5,5.25,4.25,4.5,4.5,1
5609ac18-333f-4159-89c8-ab0b0d93bed4,6.22409985159651,6.715801370165363,6.150384118932382,6.2559762365128,-0.4917015185688536,-0.10559211758041798,1,26,4,4.75,4.75,3.75,4,4,1
587fac3e-a819-4cbf-8b62-1acff0f6a4bb,4.198960090180156,3.6982199799474174,4.0990198926749075,3.892184569847045,0.5007401102327389,0.20683532282786254,1,24,3,4.5,5.5,4.75,4,3.5,2
5c250bb5-4c57-4f0a-ad15-b46197b5e858,4.671300708527316,4.776966874059046,4.583134617652943,4.641275525207119,-0.10566616553172992,-0.05814090755417567,1,20,5.5,4.5,5.25,5.25,4,4,1
5d82b415-08d7-4c6e-8917-72f6a79c35e6,5.344349075806177,5.158275184796414,5.210891071503151,5.3445888617482,0.18607389100976235,-0.1336977902450487,1,24,5,4,4.5,4.25,4,4,2
60166858-5059-4ebd-a40f-5921e57f8be1,3.675238586978772,4.3616858879805696,3.8312139892455668,4.123562989930538,-0.6864473010017975,-0.2923490006849714,1,22,3.5,4.75,5,4.25,4.5,4,2
641b0bed-68e4-41ce-a91f-b4c756f4717b,3.718995276591894,4.072684485963621,4.008825211865815,4.199994203979348,-0.3536892093717272,-0.1911689921135329,1,19,5,4,4.75,4,3.5,3.5,2
64dd64f7-fdd2-4564-8a6e-aa92d79c0892,3.6692301149663202,3.4021323283881895,3.724228251924679,3.9959222150406037,0.26709778657813077,-0.27169396311592475,1,20,4,4.25,4.75,4,3.5,4.5,2
6538b1fb-e35a-4485-99e9-a39d7a51178e,4.90938464127494,4.910169096876741,4.476731228361303,4.804935830590617,-7.844556018010707e-4,-0.3282046022293139,1,21,4,2.75,4.25,2.5,2,3.5,2
