"","id","chall_neg","chall_pos","crit_neg","crit_pos","challange_d","crit_d","gender.1","age.1","IQMS_M","CRMS_M","CHMS_M","FMS_M","FSC_M","CrSC_M","Challengescenario.1"
"1","12248a1c-5cf8-4cb4-8fe0-7914be198893",5.35229266978279,5.63105625327209,5.53424875311933,5.45761765103487,-0.278763583489292,0.0766311020844652,2,36,5.5,4.75,5,4.5,5,5,2
"2","2afef333-0a88-412f-bcaf-44c219460abd",4.63928648718369,4.15718358510389,3.98361938265851,3.69583192809502,0.482102902079799,0.287787454563496,1,23,5,1,4.25,1.75,2.5,1,1
"3","2f38637e-7d82-4a59-b52a-92dba0359f32",5.81246693237957,5.39192603110554,5.18053814956887,5.50001615048144,0.420540901274031,-0.319478000912575,2,26,5.5,3.25,5.25,4,4,4,2
"4","38a63b40-02b6-4642-b462-3d3a0ef5f9a4",4.35102233373854,4.0243378807705,3.8300976565162,3.92391367094696,0.326684452968043,-0.0938160144307636,1,23,4,4.75,4.5,3.75,2,4,1
"5","4676adb1-382e-4c91-8ba2-112c2c18d98f",4.63569678329,4.64283845248018,4.40600858095197,4.49656854987807,-0.00714166919018577,-0.0905599689260992,1,20,2,5.75,5.75,4,4,4.5,1
"6","4a45cc3c-b246-45df-8506-f1576b72facd",4.50814647829065,4.92522941041767,5.08419807421677,4.61301291687662,-0.417082932127023,0.471185157340153,2,45,5,4.5,5,4.75,4,4,2
"7","693f4fba-cd86-48b4-b5cd-dea4b44e0c4f",3.3368761833421,3.42851741236141,3.54665944263472,2.98513679949521,-0.0916412290193036,0.561522643139509,1,20,4.5,3.75,3.5,3.75,3,3,1
"8","76c172eb-189b-4234-933d-2c64c1f7e13a",5.54091290084738,5.83697011567959,6.04365257913091,6.65650828128032,-0.296057214832209,-0.612855702149417,2,40,4.5,4.75,4.75,3.75,3.5,3.5,2
"9","7b94019e-d663-4ee9-89f9-ecdac72106b7",5.15484316842886,5.25328965485197,5.58899808383807,5.05965335608703,-0.0984464864231045,0.529344727751041,1,23,4.5,4.25,4.5,3.5,3,3.5,2
"10","9659e257-3cea-40a9-8408-d7ca1060b8c5",5.12806175632424,4.73729755535795,4.55819497448353,5.14945159799643,0.390764200966292,-0.591256623512898,1,42,5.5,5.5,5.75,5,4.5,3.5,2
